url,name,model,price,1,2,3,6,7,8,9,10,11,12,13,14
/ad/29615448,BMW 4 Series,CSL Coupe,"148,950",2023,Automatic,28.3 mpg,Petrol,2023,2993cc,67 miles,Petrol,Automatic,Frozen Brooklyn Grey,Coupe,28.3 mpg
/ad/30343116,BMW M3,3 3.0 M3,"148,194",2023,Automatic,27.4 mpg,Petrol,2023,2993cc,26 miles,Petrol,Automatic,BLACK,Saloon,27.4 mpg
/ad/29038638,BMW M5,CS Saloon,"139,950",2021,Automatic,25.0 mpg,Petrol,2021,4395cc,"2,579 miles",Petrol,Automatic,Individual Frozen Brands Hatch Grey,Saloon,25 mpg
/ad/30740113,BMW XM,5dr Auto NULL,"129,990",2023,Other,176.6 mpg,Other,2023,4395cc,"1,200 miles",NULL,NULL,Marina Bay Blue Metallic,NULL,176.6 mpg
/ad/30740112,BMW i7,400kW xDrive60 M Sport 10 NULL,"113,990",2023,Other,Tax: £0,2023,"1,800 miles",NULL,NULL,Carbon Black,NULL,,,
/ad/30866305,BMW M3,3 3.0 BiTurbo CS Steptronic xDrive Euro 6 (s/s) 4dr Saloon,"112,950",2023,Automatic,27.4 mpg,Petrol,2023,2993cc,500 miles,Petrol,Automatic,Green,Saloon,27.4 mpg
/ad/30691839,BMW 7 Series,750e xDrive M Sport Saloon,"107,950",2023,Automatic,Tax: £170,2023,2998cc,"4,000 miles",Other,Automatic,Black,Saloon,,
/ad/30597937,BMW X5,5 XDRIVE30D M SPORT 5d AUTO 294 BHP VAT Q Estate,"100,794",2023,Automatic,37.2 mpg,Other,2023,2993cc,"2,000 miles",Other,Automatic,GREY,Estate,37.2 mpg
/ad/30593092,BMW 8 Series,4.4 M8 COMPETITION GRAN COUPE 4d 617 BHP Coupe,"99,995",2023,Automatic,24.4 mpg,Petrol,2023,4395cc,"4,000 miles",Petrol,Automatic,GREEN,Coupe,24.4 mpg
/ad/30186821,BMW M8,4.4 Competition Edition Auto 4WD 2dr Convertible,"98,888",2022,Automatic,25.2 mpg,Petrol,2022,4.4L,"2,800 miles",Petrol,Automatic,Brands Hatch Grey,Convertible,25.2 mpg
/ad/30871578,BMW X7,4.4 M60i V8 Auto xDrive Euro 6 (s/s) 5dr (7 seat) 23s,"94,500",2023,Automatic,21.9 mpg,Petrol,2023,4395cc,"8,257 miles",Petrol,Automatic,Black,SUV,21.9 mpg
/ad/28626041,BMW X5,M X5,"92,950",2022,Automatic,21.6 mpg,Petrol,2022,4395cc,"2,882 miles",Petrol,Automatic,Red,SUV,21.6 mpg
/ad/30473542,BMW X5,5 4.4 M 5d 617 BHP IN STOCK FINANCE AVAILABLE Estate,"92,500",2023,Automatic,21.6 mpg,Petrol,2023,4395cc,"1,321 miles",Petrol,Automatic,Grey,Estate,21.6 mpg
/ad/30504602,BMW M3,M3,"92,000",2023,Automatic,27.2 mpg,Petrol,2023,3000cc,"1,800 miles",Petrol,Automatic,Grey,Estate,27.2 mpg
/ad/30107464,BMW X5,5 M ESTATE SUV,"91,995",2022,Automatic,21.6 mpg,Petrol,2022,4395cc,"12,000 miles",Petrol,Automatic,Blue,SUV,21.6 mpg
/ad/30904531,BMW M5,Competition 4dr DCT Saloon,"90,990",2023,Automatic,25.2 mpg,Petrol,2023,4395cc,421 miles,Petrol,Automatic,Blue,Saloon,25.2 mpg
/ad/30845200,BMW M3,3 3.0 M3,"89,995",2023,Automatic,27.2 mpg,Petrol,2023,2993cc,789 miles,Petrol,Automatic,GREY,Estate,27.2 mpg
/ad/30790760,BMW X7,xDrive40d MHT M Sport 5dr NULL,"89,990",2023,Other,32.8 mpg,Diesel,2023,2993cc,"1,938 miles",Diesel,NULL,Dravit Grey Metallic,NULL,32.8 mpg
/ad/30226360,BMW M3,3 M3,"89,990",2023,Automatic,27.2 mpg,Petrol,2023,2993cc,"4,000 miles",Petrol,Automatic,Estate,27.2 mpg,
